10:26,78,SMS,02/02/15,1-(437)578-9951,8-(637)421-1871
03:29,95,CALL,04/03/15,1-(438)983-5122,8-(627)101-2802
22:26,55,SMS,04/07/15,1-(450)380-6779,8-(620)398-1651
15:19,21,CALL,05/31/2015,1-(452)691-3232,8-(574)079-6700
11:57,22,CALL,05/01/15,1-(463)289-5744,8-(555)485-3508
22:44,41,CALL,06/29/2015,1-(497)648-9637,8-(510)694-5991
07:48,14,CALL,01/16/2015,1-(550)773-2775,8-(494)752-8830
15:09,18,CALL,06/21/2015,1-(568)227-5065,8-(412)355-2313
13:57,87,SMS,04/10/15,1-(569)838-5131,8-(381)804-6219
00:51,55,CALL,02/19/2015,1-(630)113-4187,8-(366)537-8639
23:37,78,CALL,04/16/2015,1-(651)511-7559,8-(342)965-3747
06:22,70,CALL,07/13/2015,1-(667)848-4942,8-(342)691-8174
09:57,98,SMS,01/03/15,1-(670)619-4390,8-(275)767-3726
03:23,46,CALL,03/05/15,1-(680)522-0998,8-(269)196-7430
23:32,72,CALL,06/29/2015,1-(703)777-0354,8-(219)370-0155
11:19,2,CALL,02/06/15,1-(727)743-0231,8-(215)224-7669
16:24,74,CALL,05/07/15,1-(776)710-5989,8-(198)983-1794
10:47,8,SMS,04/04/15,1-(787)495-0653,8-(149)999-3287
03:15,39,CALL,01/24/2015,1-(812)616-3313,8-(142)035-7209
01:52,48,CALL,05/20/2015,1-(821)249-8621,8-(118)659-9226
12:13,9,SMS,07/14/2015,1-(841)295-6536,8-(114)151-1039
10:54,54,SMS,07/07/15,1-(853)159-5511,8-(108)735-5670
20:33,63,CALL,07/02/15,1-(861)900-0459,8-(036)047-4212
20:21,98,SMS,05/22/2015,1-(865)002-1592,8-(009)144-4406
13:16,23,CALL,06/03/15,1-(883)950-8345,7-(995)917-0996
08:00,44,CALL,05/03/15,1-(914)504-2352,7-(977)893-3456
01:43,14,CALL,04/10/15,1-(963)530-6466,7-(968)459-9757
02:10,44,SMS,01/24/2015,1-(964)553-3066,7-(961)469-9557
09:28,94,CALL,06/22/2015,1-(986)948-3891,7-(762)914-3230
04:42,34,CALL,04/26/2015,2-(029)966-6535,7-(757)503-7831
11:41,29,CALL,02/22/2015,2-(081)835-1494,7-(744)622-1486
19:08,1,CALL,04/02/15,2-(085)940-9387,7-(727)924-9245
21:05,49,CALL,05/01/15,2-(111)124-5323,7-(694)665-2511
03:13,3,CALL,01/24/2015,2-(163)275-9796,7-(690)353-4509
11:27,19,SMS,05/02/15,2-(167)888-2098,7-(677)332-8403
22:45,88,SMS,03/29/2015,2-(171)507-3387,7-(669)306-9777
17:08,96,SMS,03/04/15,2-(209)927-6600,7-(662)391-8480
06:36,29,SMS,02/28/2015,2-(245)087-3006,7-(649)705-8557
20:46,89,SMS,03/13/2015,2-(262)408-2833,7-(570)450-3614
08:09,82,CALL,04/12/15,2-(266)815-6131,7-(569)979-5137
20:36,92,SMS,02/08/15,2-(362)925-2397,7-(492)933-2044
20:29,58,CALL,01/28/2015,2-(387)231-8439,7-(490)524-7915
17:50,70,CALL,01/14/2015,2-(395)774-4367,7-(476)009-0311
11:06,24,SMS,04/28/2015,2-(436)259-5580,7-(470)793-9822
21:48,13,SMS,04/06/15,2-(450)142-5764,7-(469)440-8216
04:56,59,SMS,01/17/2015,2-(452)037-4427,7-(459)258-5365
02:11,81,SMS,02/21/2015,2-(452)394-7555,7-(434)993-0161
22:54,71,SMS,06/19/2015,2-(466)849-6627,7-(432)969-1962
14:02,46,SMS,03/20/2015,2-(504)505-4994,7-(408)350-1419
15:51,54,SMS,06/14/2015,2-(515)298-7390,7-(361)160-7434
20:48,81,SMS,06/30/2015,2-(527)185-1019,7-(330)155-5810
04:09,31,SMS,05/11/15,2-(532)418-1286,7-(311)870-7728
01:21,54,CALL,02/15/2015,2-(542)075-6611,7-(306)084-4178
22:22,20,SMS,07/16/2015,2-(549)625-8908,7-(277)735-5232
19:58,36,CALL,06/02/15,2-(550)749-6619,7-(263)287-1140
15:49,21,SMS,01/26/2015,2-(551)956-5774,7-(258)225-1347
15:25,78,SMS,01/02/15,2-(564)296-0667,7-(243)275-1135
00:43,77,CALL,02/24/2015,2-(570)195-5294,7-(228)614-3384
08:11,49,SMS,02/08/15,2-(580)755-7956,7-(228)141-6744
16:19,60,CALL,02/28/2015,2-(590)588-9793,7-(168)390-7116
01:09,48,SMS,01/27/2015,2-(623)148-1512,7-(151)166-1074
04:05,90,CALL,05/30/2015,2-(642)289-4078,7-(148)945-2259
02:13,26,CALL,04/17/2015,2-(690)527-5551,7-(135)646-9938
10:29,35,CALL,05/28/2015,2-(693)573-1518,7-(118)349-1612
00:45,28,SMS,04/08/15,2-(715)319-3579,7-(117)727-7019
10:40,9,SMS,03/27/2015,2-(716)295-6678,7-(096)928-0871
00:26,48,SMS,05/25/2015,2-(733)115-8526,7-(084)502-0279
15:46,35,SMS,03/24/2015,2-(744)810-2878,7-(081)649-1980
06:06,71,CALL,05/16/2015,2-(753)732-6489,7-(055)195-1377
19:34,41,CALL,06/03/15,2-(758)193-0970,7-(036)150-6065
14:21,97,SMS,01/06/15,2-(766)829-0354,6-(988)613-8377
15:52,83,CALL,06/15/2015,2-(809)918-0040,6-(962)763-3217
07:16,29,SMS,05/30/2015,2-(821)181-6941,6-(957)226-3476
20:02,2,CALL,01/03/15,2-(833)945-4498,6-(936)423-9449
14:59,69,CALL,02/25/2015,2-(847)452-0540,6-(882)213-6063
08:52,15,SMS,03/23/2015,2-(878)286-4287,6-(867)621-6529
09:34,2,SMS,02/18/2015,2-(913)870-1764,6-(850)495-3503
21:03,48,SMS,05/09/15,2-(980)215-3814,6-(849)547-4424
06:38,57,CALL,01/20/2015,2-(984)189-5300,6-(800)019-0379
10:07,21,SMS,02/02/15,2-(987)582-7888,6-(760)560-9924
14:32,66,SMS,06/20/2015,3-(000)815-9447,6-(737)390-4453
04:57,48,CALL,05/01/15,3-(063)820-9132,6-(732)875-4716
03:46,9,CALL,04/26/2015,3-(065)802-7791,6-(712)156-4394
21:53,90,SMS,04/13/2015,3-(110)918-4166,6-(705)284-6857
05:17,28,CALL,05/14/2015,3-(148)156-8558,6-(703)886-7830
04:37,3,CALL,04/19/2015,3-(156)853-6891,6-(679)431-1646
00:05,47,SMS,04/17/2015,3-(199)061-3470,6-(674)667-9614
00:21,29,CALL,06/12/15,3-(246)177-0272,6-(655)850-8317
18:05,89,CALL,01/27/2015,3-(255)675-6727,6-(622)025-5648
15:04,24,CALL,03/23/2015,3-(259)651-7024,6-(614)640-6861
17:18,92,CALL,02/04/15,3-(276)787-8611,6-(590)488-5015
09:30,81,CALL,01/06/15,3-(285)553-8319,6-(589)777-9400
11:06,22,CALL,06/15/2015,3-(292)025-2699,6-(564)450-7351
14:46,37,SMS,06/18/2015,3-(391)773-5694,6-(547)570-3861
10:52,82,SMS,04/21/2015,3-(408)527-4579,6-(536)310-8823
22:53,69,CALL,05/14/2015,3-(418)613-8116,6-(528)873-6548
04:30,51,SMS,03/18/2015,3-(462)594-5435,6-(513)403-4733
13:31,97,SMS,03/24/2015,3-(471)183-8563,6-(481)559-0270
20:53,28,CALL,01/09/15,3-(474)122-8472,6-(461)869-9935
18:37,92,CALL,07/02/15,3-(480)070-3344,6-(438)031-8267
09:20,69,CALL,01/29/2015,3-(517)562-4805,6-(404)077-2576
08:04,42,SMS,06/10/15,3-(517)762-4129,6-(388)782-9794
09:16,93,SMS,07/09/15,3-(596)340-0868,6-(366)621-3760
18:52,80,SMS,05/22/2015,3-(617)482-2615,6-(334)822-3937
16:58,52,SMS,02/20/2015,3-(621)004-4051,6-(315)560-5596
07:41,96,CALL,04/20/2015,3-(647)118-0811,6-(295)771-1179
01:16,24,SMS,07/20/2015,3-(658)117-6990,6-(276)057-9909
18:00,48,SMS,01/23/2015,3-(664)506-0704,6-(275)624-6945
04:00,13,SMS,03/02/15,3-(687)257-9759,6-(268)270-5991
02:56,54,CALL,04/26/2015,3-(719)842-3420,6-(264)711-7697
02:45,1,CALL,04/20/2015,3-(798)782-2037,6-(220)008-7048
21:01,31,CALL,04/17/2015,3-(799)803-9159,6-(184)813-2011
12:53,69,CALL,06/14/2015,3-(868)973-2410,6-(169)904-7977
10:29,88,SMS,01/23/2015,3-(885)876-7439,6-(144)675-5025
21:35,46,SMS,02/06/15,3-(947)657-8946,6-(129)231-4960
04:52,52,SMS,04/27/2015,3-(965)714-5374,6-(110)433-5109
17:34,87,CALL,01/08/15,3-(969)979-8097,6-(104)351-1749
05:36,84,CALL,03/01/15,3-(989)030-3439,6-(073)168-9729
14:02,6,CALL,04/03/15,4-(001)885-1322,6-(055)203-9160
13:35,91,CALL,02/05/15,4-(003)479-4471,6-(043)667-8450
10:32,67,CALL,05/26/2015,4-(012)173-2785,6-(003)997-9427
10:53,80,SMS,06/08/15,4-(016)610-9027,5-(997)640-5104
22:02,33,SMS,07/16/2015,4-(019)234-2698,5-(970)906-7849
18:20,65,CALL,06/17/2015,4-(026)761-9003,5-(952)765-8558
22:17,17,CALL,04/11/15,4-(086)986-8607,5-(935)580-6582
04:45,37,CALL,01/05/15,4-(089)492-6905,5-(921)255-6437
02:40,86,CALL,03/26/2015,4-(093)094-2584,5-(919)291-7860
12:06,58,SMS,01/16/2015,4-(098)075-2512,5-(912)070-5400
02:09,97,CALL,03/17/2015,4-(120)613-7532,5-(859)810-7394
18:08,98,SMS,06/08/15,4-(148)133-5270,5-(854)034-5370
01:17,74,SMS,04/25/2015,4-(149)887-3293,5-(801)084-8065
22:07,97,SMS,01/06/15,4-(154)863-2867,5-(756)513-7748
10:13,36,SMS,06/26/2015,4-(159)602-8629,5-(728)824-3157
06:05,32,SMS,07/08/15,4-(162)691-5406,5-(713)099-4962
14:27,25,SMS,02/09/15,4-(223)417-6164,5-(711)674-4929
19:52,11,CALL,02/05/15,4-(246)799-5040,5-(709)582-8683
11:11,59,CALL,01/03/15,4-(333)395-3544,5-(708)947-2755
03:13,33,SMS,03/12/15,4-(383)272-6839,5-(654)407-6233
12:41,6,SMS,06/03/15,4-(393)610-3963,5-(654)089-6317
08:20,84,CALL,05/02/15,4-(397)379-4534,5-(611)968-7309
08:14,38,CALL,06/26/2015,4-(403)362-7140,5-(607)134-1574
11:37,56,SMS,01/25/2015,4-(414)576-2016,5-(606)104-0382
22:41,11,CALL,02/20/2015,4-(423)602-5934,5-(599)359-1376
11:28,72,SMS,04/07/15,4-(470)324-6858,5-(583)536-4990
11:57,82,SMS,07/16/2015,4-(491)687-5329,5-(497)911-2772
05:44,63,CALL,02/25/2015,4-(499)316-9492,5-(461)255-5704
09:51,34,CALL,02/19/2015,4-(505)836-4144,5-(449)787-7138
21:11,68,SMS,03/11/15,4-(535)289-4062,5-(428)460-1400
04:56,72,SMS,02/05/15,4-(537)624-8286,5-(403)892-6159
04:07,7,CALL,03/30/2015,4-(560)687-9621,5-(395)541-9506
15:04,70,CALL,06/02/15,4-(587)332-1373,5-(393)843-4008
01:48,28,CALL,01/03/15,4-(654)079-9666,5-(361)823-2366
05:37,74,SMS,05/08/15,4-(655)855-9548,5-(346)209-5511
20:36,61,SMS,02/11/15,4-(668)205-0286,5-(341)999-7434
11:55,35,SMS,03/02/15,4-(724)466-2820,5-(311)701-9565
17:09,8,CALL,04/01/15,4-(735)710-7318,5-(299)826-3866
16:42,12,CALL,03/02/15,4-(748)672-4849,5-(273)258-2247
15:18,45,SMS,07/17/2015,4-(764)713-1290,5-(210)690-9847
19:38,58,SMS,05/14/2015,4-(801)787-2535,5-(180)670-8465
21:53,28,CALL,04/03/15,4-(802)067-7081,5-(159)982-6195
12:58,91,CALL,02/02/15,4-(851)025-3179,5-(094)022-8985
22:38,91,CALL,01/01/15,4-(855)748-1146,5-(070)932-9310
18:40,82,SMS,07/05/15,4-(881)045-9208,5-(053)588-9938
10:26,64,SMS,05/21/2015,4-(941)776-4000,4-(999)564-8811
20:09,24,SMS,02/09/15,4-(956)073-9796,4-(990)503-4351
00:07,40,CALL,05/25/2015,4-(962)368-0599,4-(974)681-7909
18:16,26,SMS,03/01/15,4-(974)681-7909,4-(962)368-0599
15:17,23,SMS,07/02/15,4-(990)503-4351,4-(956)073-9796
13:38,27,SMS,03/12/15,4-(999)564-8811,4-(941)776-4000
06:48,6,CALL,04/10/15,5-(053)588-9938,4-(881)045-9208
00:03,16,CALL,05/31/2015,5-(070)932-9310,4-(855)748-1146
13:01,86,SMS,05/27/2015,5-(094)022-8985,4-(851)025-3179
23:06,32,SMS,03/16/2015,5-(159)982-6195,4-(802)067-7081
11:22,4,SMS,06/14/2015,5-(180)670-8465,4-(801)787-2535
21:23,12,CALL,03/16/2015,5-(210)690-9847,4-(764)713-1290
03:02,52,SMS,03/11/15,5-(273)258-2247,4-(748)672-4849
08:05,22,CALL,03/01/15,5-(299)826-3866,4-(735)710-7318
14:29,41,SMS,05/10/15,5-(311)701-9565,4-(724)466-2820
02:28,45,SMS,06/03/15,5-(341)999-7434,4-(668)205-0286
11:02,50,SMS,05/29/2015,5-(346)209-5511,4-(655)855-9548
11:43,39,SMS,03/25/2015,5-(361)823-2366,4-(654)079-9666
00:19,8,CALL,07/15/2015,5-(393)843-4008,4-(587)332-1373
17:32,21,CALL,07/19/2015,5-(395)541-9506,4-(560)687-9621
09:02,78,SMS,06/27/2015,5-(403)892-6159,4-(537)624-8286
01:39,13,SMS,04/14/2015,5-(428)460-1400,4-(535)289-4062
07:02,32,CALL,01/11/15,5-(449)787-7138,4-(505)836-4144
13:28,52,CALL,01/31/2015,5-(461)255-5704,4-(499)316-9492
02:19,92,SMS,06/15/2015,5-(497)911-2772,4-(491)687-5329
19:49,83,CALL,06/15/2015,5-(583)536-4990,4-(470)324-6858
00:08,41,SMS,03/29/2015,5-(599)359-1376,4-(423)602-5934
02:51,2,CALL,07/18/2015,5-(606)104-0382,4-(414)576-2016
21:10,98,SMS,06/11/15,5-(607)134-1574,4-(403)362-7140
03:21,49,CALL,01/08/15,5-(611)968-7309,4-(397)379-4534
20:19,76,SMS,03/08/15,5-(654)089-6317,4-(393)610-3963
17:17,97,CALL,06/08/15,5-(654)407-6233,4-(383)272-6839
23:02,36,CALL,04/24/2015,5-(708)947-2755,4-(333)395-3544
15:40,15,CALL,02/27/2015,5-(709)582-8683,4-(246)799-5040
03:31,97,SMS,03/16/2015,5-(711)674-4929,4-(223)417-6164
04:50,1,SMS,06/26/2015,5-(713)099-4962,4-(162)691-5406
08:27,69,CALL,05/24/2015,5-(728)824-3157,4-(159)602-8629
01:26,87,SMS,07/01/15,5-(756)513-7748,4-(154)863-2867
06:27,45,SMS,06/15/2015,5-(801)084-8065,4-(149)887-3293
03:45,86,CALL,06/22/2015,5-(854)034-5370,4-(148)133-5270
01:28,28,CALL,06/20/2015,5-(859)810-7394,4-(120)613-7532
20:07,91,CALL,04/22/2015,5-(912)070-5400,4-(098)075-2512
01:26,45,SMS,05/01/15,5-(919)291-7860,4-(093)094-2584
06:27,28,CALL,03/11/15,5-(921)255-6437,4-(089)492-6905
00:06,69,SMS,03/06/15,5-(935)580-6582,4-(086)986-8607
18:45,10,SMS,01/22/2015,5-(952)765-8558,4-(026)761-9003
00:22,93,CALL,06/15/2015,5-(970)906-7849,4-(019)234-2698
06:34,10,SMS,06/22/2015,5-(997)640-5104,4-(016)610-9027
07:20,100,SMS,01/27/2015,6-(003)997-9427,4-(012)173-2785
17:42,72,CALL,03/23/2015,6-(043)667-8450,4-(003)479-4471
03:09,53,SMS,06/18/2015,6-(055)203-9160,4-(001)885-1322
01:52,65,SMS,04/02/15,6-(073)168-9729,3-(989)030-3439
19:02,71,CALL,04/30/2015,6-(104)351-1749,3-(969)979-8097
15:06,59,SMS,06/19/2015,6-(110)433-5109,3-(965)714-5374
05:09,30,CALL,01/21/2015,6-(129)231-4960,3-(947)657-8946
00:42,48,SMS,03/14/2015,6-(144)675-5025,3-(885)876-7439
13:30,47,CALL,04/06/15,6-(169)904-7977,3-(868)973-2410
21:36,58,CALL,04/25/2015,6-(184)813-2011,3-(799)803-9159
00:54,52,CALL,06/27/2015,6-(220)008-7048,3-(798)782-2037
14:48,72,CALL,03/09/15,6-(264)711-7697,3-(719)842-3420
23:27,38,SMS,01/16/2015,6-(268)270-5991,3-(687)257-9759
05:32,55,SMS,01/26/2015,6-(275)624-6945,3-(664)506-0704
18:12,8,CALL,01/18/2015,6-(276)057-9909,3-(658)117-6990
21:59,47,SMS,02/24/2015,6-(295)771-1179,3-(647)118-0811
10:08,69,CALL,03/18/2015,6-(315)560-5596,3-(621)004-4051
22:12,25,SMS,04/22/2015,6-(334)822-3937,3-(617)482-2615
16:45,22,SMS,06/02/15,6-(366)621-3760,3-(596)340-0868
21:39,43,CALL,01/17/2015,6-(388)782-9794,3-(517)762-4129
23:57,74,SMS,07/16/2015,6-(404)077-2576,3-(517)562-4805
04:57,6,SMS,06/13/2015,6-(438)031-8267,3-(480)070-3344
13:23,32,SMS,06/29/2015,6-(461)869-9935,3-(474)122-8472
07:37,30,CALL,05/26/2015,6-(481)559-0270,3-(471)183-8563
01:00,34,CALL,01/15/2015,6-(513)403-4733,3-(462)594-5435
18:19,67,SMS,06/29/2015,6-(528)873-6548,3-(418)613-8116
18:09,49,CALL,07/08/15,6-(536)310-8823,3-(408)527-4579
12:31,69,CALL,01/31/2015,6-(547)570-3861,3-(391)773-5694
17:58,51,CALL,06/08/15,6-(564)450-7351,3-(292)025-2699
17:41,18,CALL,03/13/2015,6-(589)777-9400,3-(285)553-8319
09:48,26,CALL,07/09/15,6-(590)488-5015,3-(276)787-8611
15:00,32,SMS,01/03/15,6-(614)640-6861,3-(259)651-7024
02:16,34,SMS,03/20/2015,6-(622)025-5648,3-(255)675-6727
03:34,86,CALL,02/20/2015,6-(655)850-8317,3-(246)177-0272
10:56,22,SMS,03/15/2015,6-(674)667-9614,3-(199)061-3470
21:58,55,CALL,02/06/15,6-(679)431-1646,3-(156)853-6891
12:09,2,SMS,04/13/2015,6-(703)886-7830,3-(148)156-8558
03:01,89,CALL,04/28/2015,6-(705)284-6857,3-(110)918-4166
21:03,39,SMS,07/17/2015,6-(712)156-4394,3-(065)802-7791
03:08,28,CALL,06/28/2015,6-(732)875-4716,3-(063)820-9132
05:26,55,CALL,03/04/15,6-(737)390-4453,3-(000)815-9447
07:50,84,CALL,03/26/2015,6-(760)560-9924,2-(987)582-7888
03:09,97,CALL,03/05/15,6-(800)019-0379,2-(984)189-5300
13:13,41,CALL,03/20/2015,6-(849)547-4424,2-(980)215-3814
23:13,8,SMS,04/09/15,6-(850)495-3503,2-(913)870-1764
15:00,24,SMS,05/30/2015,6-(867)621-6529,2-(878)286-4287
06:00,83,SMS,05/09/15,6-(882)213-6063,2-(847)452-0540
00:52,64,CALL,03/07/15,6-(936)423-9449,2-(833)945-4498
03:37,71,CALL,02/19/2015,6-(957)226-3476,2-(821)181-6941
15:59,39,CALL,01/03/15,6-(962)763-3217,2-(809)918-0040
23:16,49,CALL,02/27/2015,6-(988)613-8377,2-(766)829-0354
08:26,22,CALL,03/13/2015,7-(036)150-6065,2-(758)193-0970
09:58,67,CALL,06/26/2015,7-(055)195-1377,2-(753)732-6489
20:23,66,SMS,05/04/15,7-(081)649-1980,2-(744)810-2878
00:09,77,CALL,03/11/15,7-(084)502-0279,2-(733)115-8526
22:45,94,CALL,06/17/2015,7-(096)928-0871,2-(716)295-6678
15:00,3,SMS,05/18/2015,7-(117)727-7019,2-(715)319-3579
14:27,57,SMS,06/21/2015,7-(118)349-1612,2-(693)573-1518
12:54,91,CALL,03/04/15,7-(135)646-9938,2-(690)527-5551
03:52,37,CALL,05/28/2015,7-(148)945-2259,2-(642)289-4078
22:56,83,SMS,02/28/2015,7-(151)166-1074,2-(623)148-1512
19:19,53,SMS,03/23/2015,7-(168)390-7116,2-(590)588-9793
10:22,54,SMS,06/13/2015,7-(228)141-6744,2-(580)755-7956
11:11,6,SMS,03/23/2015,7-(228)614-3384,2-(570)195-5294
06:04,97,SMS,05/14/2015,7-(243)275-1135,2-(564)296-0667
21:07,54,SMS,02/20/2015,7-(258)225-1347,2-(551)956-5774
02:32,74,SMS,01/26/2015,7-(263)287-1140,2-(550)749-6619
08:36,57,CALL,01/10/15,7-(277)735-5232,2-(549)625-8908
02:38,37,SMS,05/04/15,7-(306)084-4178,2-(542)075-6611
08:01,24,SMS,07/03/15,7-(311)870-7728,2-(532)418-1286
01:23,23,CALL,01/26/2015,7-(330)155-5810,2-(527)185-1019
21:20,79,CALL,04/11/15,7-(361)160-7434,2-(515)298-7390
15:33,5,SMS,06/01/15,7-(408)350-1419,2-(504)505-4994
20:32,56,SMS,04/10/15,7-(432)969-1962,2-(466)849-6627
15:42,61,CALL,03/15/2015,7-(434)993-0161,2-(452)394-7555
00:24,86,CALL,03/15/2015,7-(459)258-5365,2-(452)037-4427
03:21,46,SMS,03/01/15,7-(469)440-8216,2-(450)142-5764
05:46,66,SMS,04/25/2015,7-(470)793-9822,2-(436)259-5580
04:52,94,SMS,04/23/2015,7-(476)009-0311,2-(395)774-4367
16:47,13,SMS,03/17/2015,7-(490)524-7915,2-(387)231-8439
01:36,81,CALL,02/10/15,7-(492)933-2044,2-(362)925-2397
14:55,66,CALL,04/18/2015,7-(569)979-5137,2-(266)815-6131
03:13,30,CALL,02/18/2015,7-(570)450-3614,2-(262)408-2833
18:05,84,SMS,04/20/2015,7-(649)705-8557,2-(245)087-3006
21:34,100,CALL,06/24/2015,7-(662)391-8480,2-(209)927-6600
10:13,7,CALL,04/27/2015,7-(669)306-9777,2-(171)507-3387
23:55,71,CALL,01/03/15,7-(677)332-8403,2-(167)888-2098
19:23,84,SMS,03/24/2015,7-(690)353-4509,2-(163)275-9796
15:16,68,SMS,02/09/15,7-(694)665-2511,2-(111)124-5323
06:04,62,CALL,02/02/15,7-(727)924-9245,2-(085)940-9387
10:36,28,CALL,03/28/2015,7-(744)622-1486,2-(081)835-1494
23:20,55,SMS,07/19/2015,7-(757)503-7831,2-(029)966-6535
17:54,31,CALL,05/13/2015,7-(762)914-3230,1-(986)948-3891
02:57,40,CALL,02/16/2015,7-(961)469-9557,1-(964)553-3066
12:59,55,CALL,01/28/2015,7-(968)459-9757,1-(963)530-6466
16:03,18,SMS,07/09/15,7-(977)893-3456,1-(914)504-2352
02:22,47,CALL,04/09/15,7-(995)917-0996,1-(883)950-8345
07:39,79,CALL,03/27/2015,8-(009)144-4406,1-(865)002-1592
18:36,87,CALL,02/25/2015,8-(036)047-4212,1-(861)900-0459
06:07,19,SMS,03/25/2015,8-(108)735-5670,1-(853)159-5511
04:45,27,CALL,06/11/15,8-(114)151-1039,1-(841)295-6536
02:09,17,SMS,01/03/15,8-(118)659-9226,1-(821)249-8621
10:55,72,CALL,02/08/15,8-(142)035-7209,1-(812)616-3313
16:35,29,SMS,01/20/2015,8-(149)999-3287,1-(787)495-0653
11:49,59,SMS,01/18/2015,8-(198)983-1794,1-(776)710-5989
19:00,70,CALL,07/20/2015,8-(215)224-7669,1-(727)743-0231
17:43,33,SMS,05/06/15,8-(219)370-0155,1-(703)777-0354
13:12,43,CALL,06/02/15,8-(269)196-7430,1-(680)522-0998
06:56,77,CALL,01/24/2015,8-(275)767-3726,1-(670)619-4390
10:36,27,CALL,06/14/2015,8-(342)691-8174,1-(667)848-4942
10:37,24,CALL,05/06/15,8-(342)965-3747,1-(651)511-7559
00:46,4,CALL,01/05/15,8-(366)537-8639,1-(630)113-4187
17:09,92,SMS,05/18/2015,8-(381)804-6219,1-(569)838-5131
11:05,22,SMS,04/09/15,8-(412)355-2313,1-(568)227-5065
